,Credit_Limit,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Avg_Utilization_Ratio,Total_Revolving_Bal,edu_College,edu_Doctorate,edu_Graduate,edu_High School,edu_Post-Graduate,edu_Uneducated,marital_Divorced,marital_Married,marital_Single,income_$120K +,income_$40K - $60K,income_$60K - $80K,income_$80K - $120K,income_Less than $40K
5290,2252.0,53.0,0.0,2.0,41.0,4.0,1.0,0.804,1811.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5291,2370.0,39.0,0.0,2.0,36.0,3.0,2.0,0.857,2031.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5292,2610.0,56.0,0.0,4.0,44.0,3.0,2.0,0.762,1988.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5296,2918.0,51.0,0.0,1.0,45.0,3.0,3.0,0.702,2049.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5297,2708.0,53.0,0.0,2.0,36.0,5.0,1.0,0.839,2271.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5298,3666.0,54.0,0.0,3.0,36.0,5.0,1.0,0.474,1739.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5299,1438.3,36.0,0.0,4.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5300,1438.3,53.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5302,26303.0,46.0,1.0,3.0,31.0,5.0,2.0,0.09,2376.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5303,15982.0,56.0,1.0,2.0,46.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5305,1545.0,42.0,0.0,3.0,29.0,6.0,3.0,0.486,751.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5306,1438.3,43.0,0.0,5.0,38.0,6.0,2.0,0.42,604.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5308,1451.0,47.0,0.0,3.0,27.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5310,2340.0,48.0,0.0,4.0,41.0,5.0,3.0,0.718,1680.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5311,1926.0,47.0,0.0,4.0,34.0,5.0,3.0,0.456,879.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5312,2954.0,48.0,1.0,3.0,36.0,3.0,2.0,0.315,931.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5313,1848.0,36.0,0.0,2.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5315,4328.0,49.0,0.0,3.0,36.0,4.0,1.0,0.476,2058.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5316,2943.0,51.0,0.0,3.0,32.0,6.0,3.0,0.724,2131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5318,2419.0,43.0,0.0,4.0,37.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5319,5481.0,49.0,0.0,1.0,38.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5323,3316.0,60.0,1.0,1.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5325,1438.3,46.0,0.0,4.0,41.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5328,2801.0,52.0,1.0,3.0,36.0,5.0,2.0,0.881,2467.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5330,2933.0,35.0,0.0,4.0,31.0,3.0,3.0,0.345,1011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5331,21630.0,45.0,1.0,3.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5333,2961.0,50.0,0.0,1.0,43.0,4.0,3.0,0.692,2048.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5336,12229.0,44.0,1.0,2.0,36.0,5.0,3.0,0.082,997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5337,2272.0,35.0,0.0,3.0,21.0,3.0,1.0,0.266,604.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5338,6953.0,42.0,1.0,4.0,37.0,3.0,2.0,0.208,1445.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5339,1792.0,48.0,0.0,4.0,37.0,3.0,6.0,0.521,933.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5340,2765.0,47.0,0.0,4.0,36.0,3.0,2.0,0.326,901.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5342,6904.0,39.0,0.0,1.0,34.0,3.0,1.0,0.166,1148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5343,2220.0,39.0,1.0,2.0,30.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5344,1495.0,48.0,0.0,3.0,34.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5348,1531.0,43.0,0.0,4.0,36.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5349,2884.0,50.0,0.0,2.0,32.0,3.0,3.0,0.73,2104.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5351,4182.0,50.0,0.0,1.0,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5352,3101.0,44.0,0.0,1.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5353,4542.0,54.0,0.0,3.0,36.0,5.0,4.0,0.298,1355.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5354,3372.0,40.0,0.0,3.0,22.0,4.0,2.0,0.746,2517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5355,3099.0,40.0,1.0,2.0,36.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5357,5299.0,52.0,0.0,2.0,48.0,3.0,2.0,0.109,578.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5358,2138.0,41.0,0.0,4.0,35.0,3.0,1.0,0.6,1283.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5361,2690.0,48.0,0.0,4.0,32.0,6.0,1.0,0.707,1903.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5363,2699.0,59.0,1.0,2.0,53.0,4.0,5.0,0.897,2422.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5364,8376.0,41.0,1.0,3.0,35.0,6.0,2.0,0.139,1165.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5366,2396.0,38.0,0.0,3.0,36.0,4.0,2.0,0.925,2217.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5367,18964.0,50.0,1.0,1.0,36.0,5.0,3.0,0.116,2207.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5368,2114.0,40.0,0.0,5.0,30.0,3.0,2.0,0.765,1618.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5369,1623.0,39.0,0.0,4.0,36.0,5.0,3.0,0.449,729.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5370,2579.0,40.0,0.0,1.0,30.0,6.0,2.0,0.76,1959.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5371,5045.0,41.0,1.0,4.0,34.0,5.0,2.0,0.412,2080.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5372,2089.0,35.0,0.0,0.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5373,2866.0,48.0,0.0,5.0,43.0,4.0,1.0,0.321,921.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5375,4370.0,55.0,1.0,2.0,36.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5377,5070.0,43.0,0.0,2.0,38.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5378,2572.0,35.0,0.0,2.0,36.0,4.0,2.0,0.451,1161.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5379,2016.0,40.0,0.0,3.0,31.0,4.0,2.0,0.485,978.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5383,3871.0,48.0,0.0,3.0,36.0,5.0,3.0,0.531,2055.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5384,3983.0,32.0,0.0,0.0,20.0,5.0,1.0,0.108,431.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5386,1773.0,53.0,0.0,1.0,39.0,4.0,3.0,0.868,1539.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5387,2029.0,42.0,0.0,3.0,28.0,6.0,2.0,0.679,1377.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5388,15490.0,45.0,1.0,2.0,33.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5389,2941.0,56.0,0.0,2.0,48.0,6.0,2.0,0.55,1619.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5391,4212.0,40.0,0.0,4.0,24.0,5.0,2.0,0.598,2517.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5392,6248.0,57.0,1.0,2.0,36.0,6.0,3.0,0.239,1493.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5393,2430.0,40.0,1.0,2.0,35.0,3.0,1.0,0.401,974.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5395,2470.0,42.0,0.0,3.0,37.0,4.0,3.0,0.815,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5396,3255.0,49.0,0.0,4.0,39.0,5.0,3.0,0.185,603.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5400,2351.0,43.0,0.0,2.0,30.0,4.0,2.0,0.905,2127.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5401,4202.0,45.0,0.0,2.0,36.0,6.0,1.0,0.524,2201.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5402,4712.0,40.0,0.0,1.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5403,2611.0,53.0,1.0,3.0,36.0,4.0,3.0,0.301,787.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5405,5245.0,39.0,0.0,2.0,36.0,4.0,2.0,0.153,802.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5406,2583.0,39.0,1.0,3.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5408,7464.0,40.0,1.0,3.0,36.0,4.0,2.0,0.337,2517.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5410,9863.0,46.0,0.0,3.0,34.0,4.0,2.0,0.07,686.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5412,1438.3,44.0,0.0,3.0,38.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5413,1452.0,44.0,0.0,4.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5415,1438.3,39.0,0.0,2.0,27.0,1.0,3.0,0.564,811.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5416,2448.0,37.0,0.0,2.0,22.0,4.0,2.0,0.711,1740.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5418,2013.0,36.0,0.0,3.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5419,2293.0,53.0,0.0,3.0,42.0,6.0,1.0,0.637,1460.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5420,1438.3,52.0,1.0,3.0,40.0,3.0,1.0,0.356,512.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5422,1702.0,37.0,1.0,4.0,31.0,6.0,3.0,0.598,1018.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5426,3272.0,39.0,0.0,1.0,36.0,4.0,1.0,0.71,2323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5428,2708.0,40.0,0.0,2.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5429,1738.0,41.0,0.0,3.0,31.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5431,1640.0,45.0,0.0,2.0,36.0,4.0,1.0,0.609,999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5438,7116.0,50.0,1.0,1.0,23.0,5.0,2.0,0.138,981.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5440,2082.0,54.0,0.0,1.0,43.0,5.0,2.0,0.387,805.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5442,5626.0,50.0,1.0,2.0,46.0,6.0,2.0,0.138,778.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5443,2920.0,49.0,0.0,5.0,40.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5444,6526.0,59.0,1.0,0.0,46.0,5.0,4.0,0.075,489.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5445,1793.0,37.0,0.0,1.0,27.0,4.0,2.0,0.442,792.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5447,2427.0,52.0,0.0,2.0,32.0,6.0,3.0,0.651,1581.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5448,3011.0,55.0,0.0,2.0,48.0,4.0,1.0,0.71,2138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5451,7492.0,41.0,0.0,4.0,37.0,5.0,1.0,0.187,1399.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5453,1744.0,38.0,0.0,2.0,28.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5455,2573.0,37.0,0.0,2.0,24.0,4.0,1.0,0.497,1280.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5459,34516.0,49.0,1.0,3.0,36.0,5.0,3.0,0.036,1255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5460,10573.0,43.0,1.0,4.0,34.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5461,1789.0,47.0,0.0,2.0,40.0,4.0,3.0,0.608,1088.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5463,3272.0,51.0,1.0,3.0,45.0,4.0,3.0,0.579,1896.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5464,2382.0,33.0,0.0,0.0,26.0,6.0,1.0,0.657,1565.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5465,1981.0,52.0,1.0,2.0,36.0,6.0,4.0,0.731,1448.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5466,22294.0,51.0,1.0,2.0,45.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5467,2574.0,49.0,0.0,4.0,43.0,5.0,3.0,0.604,1555.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5468,2112.0,30.0,0.0,0.0,20.0,3.0,3.0,0.525,1109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5471,3044.0,42.0,0.0,5.0,28.0,4.0,3.0,0.613,1865.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5472,2721.0,57.0,1.0,1.0,45.0,3.0,3.0,0.793,2159.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5474,5033.0,48.0,1.0,4.0,31.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5476,2325.0,43.0,0.0,2.0,36.0,4.0,3.0,0.715,1662.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5477,2758.0,60.0,0.0,0.0,42.0,5.0,3.0,0.518,1429.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5478,9705.0,45.0,1.0,1.0,34.0,3.0,2.0,0.088,850.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5479,2685.0,41.0,0.0,0.0,31.0,4.0,2.0,0.613,1647.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5480,2694.0,60.0,0.0,2.0,54.0,5.0,3.0,0.714,1923.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5481,1554.0,40.0,0.0,4.0,29.0,5.0,2.0,0.265,412.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5484,2648.0,48.0,1.0,3.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5485,2477.0,44.0,1.0,3.0,33.0,3.0,2.0,0.857,2123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5487,34516.0,42.0,1.0,3.0,32.0,3.0,3.0,0.04,1396.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5488,2479.0,46.0,0.0,4.0,30.0,3.0,3.0,0.71,1759.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5491,4020.0,43.0,0.0,2.0,36.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5493,7398.0,50.0,0.0,2.0,38.0,5.0,4.0,0.214,1581.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5494,34516.0,51.0,1.0,3.0,38.0,5.0,3.0,0.052,1802.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5496,3042.0,51.0,0.0,2.0,25.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5497,2688.0,60.0,0.0,1.0,36.0,5.0,2.0,0.602,1617.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5499,4902.0,43.0,0.0,4.0,36.0,3.0,3.0,0.513,2517.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5501,5069.0,48.0,0.0,2.0,34.0,3.0,1.0,0.364,1843.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5503,8766.0,46.0,1.0,1.0,32.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5504,2800.0,50.0,1.0,1.0,41.0,3.0,1.0,0.478,1338.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5506,2713.0,56.0,1.0,2.0,36.0,4.0,3.0,0.734,1990.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5507,1438.3,53.0,0.0,5.0,38.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5508,1746.0,47.0,0.0,4.0,39.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5509,2930.0,49.0,1.0,3.0,41.0,3.0,3.0,0.649,1901.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5510,2178.0,47.0,0.0,4.0,36.0,6.0,1.0,0.668,1455.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5512,2021.0,42.0,0.0,4.0,34.0,5.0,3.0,0.634,1281.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5513,1842.0,52.0,0.0,1.0,47.0,3.0,3.0,0.339,625.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5514,18284.0,49.0,1.0,3.0,29.0,5.0,2.0,0.063,1144.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5515,34516.0,41.0,1.0,2.0,33.0,5.0,3.0,0.048,1642.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5518,1793.0,52.0,0.0,0.0,37.0,3.0,1.0,0.716,1284.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
